"","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Notes"
"677","Denver Nuggets",21,"Mon Dec 5 2016","@","Philadelphia 76ers","W",NA,106,98,8,13,"W 1",NA
"678","Denver Nuggets",22,"Wed Dec 7 2016","@","Brooklyn Nets","L",NA,111,116,8,14,"L 1",NA
"679","Denver Nuggets",23,"Thu Dec 8 2016","@","Washington Wizards","L",NA,85,92,8,15,"L 2",NA
"680","Denver Nuggets",24,"Sat Dec 10 2016","@","Orlando Magic","W",NA,121,113,9,15,"W 1",NA
"681","Denver Nuggets",25,"Mon Dec 12 2016","@","Dallas Mavericks","L",NA,92,112,9,16,"L 1",NA
"682","Denver Nuggets",26,"Thu Dec 15 2016",NA,"Portland Trail Blazers","W",NA,132,120,10,16,"W 1",NA
"683","Denver Nuggets",27,"Sat Dec 17 2016",NA,"New York Knicks","W",NA,127,114,11,16,"W 2",NA
"684","Denver Nuggets",28,"Mon Dec 19 2016",NA,"Dallas Mavericks","W",NA,117,107,12,16,"W 3",NA
"685","Denver Nuggets",29,"Tue Dec 20 2016","@","Los Angeles Clippers","L",NA,102,119,12,17,"L 1",NA
"686","Denver Nuggets",30,"Fri Dec 23 2016",NA,"Atlanta Hawks","L",NA,108,109,12,18,"L 2",NA
"687","Denver Nuggets",31,"Mon Dec 26 2016","@","Los Angeles Clippers","W",NA,106,102,13,18,"W 1",NA
"688","Denver Nuggets",32,"Wed Dec 28 2016",NA,"Minnesota Timberwolves","W",NA,105,103,14,18,"W 2",NA
"689","Denver Nuggets",33,"Fri Dec 30 2016",NA,"Philadelphia 76ers","L",NA,122,124,14,19,"L 1",NA
"690","Denver Nuggets",34,"Mon Jan 2 2017","@","Golden State Warriors","L",NA,119,127,14,20,"L 2",NA
"691","Denver Nuggets",35,"Tue Jan 3 2017",NA,"Sacramento Kings","L",NA,113,120,14,21,"L 3",NA
"692","Denver Nuggets",36,"Thu Jan 5 2017",NA,"San Antonio Spurs","L",NA,99,127,14,22,"L 4",NA
"693","Denver Nuggets",37,"Sat Jan 7 2017","@","Oklahoma City Thunder","L",NA,106,121,14,23,"L 5",NA
"694","Denver Nuggets",38,"Thu Jan 12 2017",NA,"Indiana Pacers","W",NA,140,112,15,23,"W 1","at London England"
"695","Denver Nuggets",39,"Mon Jan 16 2017",NA,"Orlando Magic","W",NA,125,112,16,23,"W 2",NA
"696","Denver Nuggets",40,"Tue Jan 17 2017","@","Los Angeles Lakers","W",NA,127,121,17,23,"W 3",NA
"697","Denver Nuggets",41,"Thu Jan 19 2017","@","San Antonio Spurs","L",NA,104,118,17,24,"L 1",NA
"698","Denver Nuggets",42,"Sat Jan 21 2017",NA,"Los Angeles Clippers","W",NA,123,98,18,24,"W 1",NA
"699","Denver Nuggets",43,"Sun Jan 22 2017","@","Minnesota Timberwolves","L",NA,108,111,18,25,"L 1",NA
"700","Denver Nuggets",44,"Tue Jan 24 2017",NA,"Utah Jazz","W",NA,103,93,19,25,"W 1",NA
"701","Denver Nuggets",45,"Thu Jan 26 2017",NA,"Phoenix Suns","W",NA,127,120,20,25,"W 2",NA
"702","Denver Nuggets",46,"Sat Jan 28 2017","@","Phoenix Suns","W",NA,123,112,21,25,"W 3",NA
"703","Denver Nuggets",47,"Tue Jan 31 2017","@","Los Angeles Lakers","L",NA,116,120,21,26,"L 1",NA
"704","Denver Nuggets",48,"Wed Feb 1 2017",NA,"Memphis Grizzlies","L",NA,99,119,21,27,"L 2",NA
"705","Denver Nuggets",49,"Fri Feb 3 2017",NA,"Milwaukee Bucks","W",NA,121,117,22,27,"W 1",NA
"706","Denver Nuggets",50,"Sat Feb 4 2017","@","San Antonio Spurs","L",NA,97,121,22,28,"L 1",NA
"707","Denver Nuggets",51,"Mon Feb 6 2017",NA,"Dallas Mavericks","W",NA,110,87,23,28,"W 1",NA
"708","Denver Nuggets",52,"Wed Feb 8 2017","@","Atlanta Hawks","L",NA,106,117,23,29,"L 1",NA
"709","Denver Nuggets",53,"Fri Feb 10 2017","@","New York Knicks","W",NA,131,123,24,29,"W 1",NA
"710","Denver Nuggets",54,"Sat Feb 11 2017","@","Cleveland Cavaliers","L",NA,109,125,24,30,"L 1",NA
"711","Denver Nuggets",55,"Mon Feb 13 2017",NA,"Golden State Warriors","W",NA,132,110,25,30,"W 1",NA
"712","Denver Nuggets",56,"Wed Feb 15 2017",NA,"Minnesota Timberwolves","L",NA,99,112,25,31,"L 1",NA
"713","Denver Nuggets",57,"Thu Feb 23 2017","@","Sacramento Kings","L",NA,100,116,25,32,"L 2",NA
"714","Denver Nuggets",58,"Fri Feb 24 2017",NA,"Brooklyn Nets","W",NA,129,109,26,32,"W 1",NA
"715","Denver Nuggets",59,"Sun Feb 26 2017",NA,"Memphis Grizzlies","L",NA,98,105,26,33,"L 1",NA
"716","Denver Nuggets",60,"Tue Feb 28 2017","@","Chicago Bulls","W",NA,125,107,27,33,"W 1",NA
"717","Denver Nuggets",61,"Wed Mar 1 2017","@","Milwaukee Bucks","W",NA,110,98,28,33,"W 2",NA
"718","Denver Nuggets",62,"Sat Mar 4 2017",NA,"Charlotte Hornets","L",NA,102,112,28,34,"L 1",NA
"719","Denver Nuggets",63,"Mon Mar 6 2017",NA,"Sacramento Kings","W",NA,108,96,29,34,"W 1",NA
"720","Denver Nuggets",64,"Wed Mar 8 2017",NA,"Washington Wizards","L",NA,113,123,29,35,"L 1",NA
"721","Denver Nuggets",65,"Fri Mar 10 2017",NA,"Boston Celtics","W",NA,119,99,30,35,"W 1",NA
"722","Denver Nuggets",66,"Sat Mar 11 2017","@","Sacramento Kings","W",NA,105,92,31,35,"W 2",NA
"723","Denver Nuggets",67,"Mon Mar 13 2017",NA,"Los Angeles Lakers","W",NA,129,101,32,35,"W 3",NA
"724","Denver Nuggets",68,"Thu Mar 16 2017",NA,"Los Angeles Clippers","W",NA,129,114,33,35,"W 4",NA
"725","Denver Nuggets",69,"Sat Mar 18 2017",NA,"Houston Rockets","L",NA,105,109,33,36,"L 1",NA
"726","Denver Nuggets",70,"Mon Mar 20 2017","@","Houston Rockets","L",NA,124,125,33,37,"L 2",NA
"727","Denver Nuggets",71,"Wed Mar 22 2017",NA,"Cleveland Cavaliers","W",NA,126,113,34,37,"W 1",NA
"728","Denver Nuggets",72,"Fri Mar 24 2017","@","Indiana Pacers","W",NA,125,117,35,37,"W 2",NA
"729","Denver Nuggets",73,"Sun Mar 26 2017",NA,"New Orleans Pelicans","L",NA,90,115,35,38,"L 1",NA
"730","Denver Nuggets",74,"Tue Mar 28 2017","@","Portland Trail Blazers","L",NA,113,122,35,39,"L 2",NA
"731","Denver Nuggets",75,"Fri Mar 31 2017","@","Charlotte Hornets","L",NA,114,122,35,40,"L 3",NA
"732","Denver Nuggets",76,"Sun Apr 2 2017","@","Miami Heat","W",NA,116,113,36,40,"W 1",NA
"733","Denver Nuggets",77,"Tue Apr 4 2017","@","New Orleans Pelicans","W",NA,134,131,37,40,"W 2",NA
"734","Denver Nuggets",78,"Wed Apr 5 2017","@","Houston Rockets","L",NA,104,110,37,41,"L 1",NA
"735","Denver Nuggets",79,"Fri Apr 7 2017",NA,"New Orleans Pelicans","W",NA,122,106,38,41,"W 1",NA
"736","Denver Nuggets",80,"Sun Apr 9 2017",NA,"Oklahoma City Thunder","L",NA,105,106,38,42,"L 1",NA
"737","Denver Nuggets",81,"Tue Apr 11 2017","@","Dallas Mavericks","W",NA,109,91,39,42,"W 1",NA
"738","Denver Nuggets",82,"Wed Apr 12 2017","@","Oklahoma City Thunder","W",NA,111,105,40,42,"W 2",NA
"739","New Orleans Pelicans",1,"Wed Oct 26 2016",NA,"Denver Nuggets","L",NA,102,107,0,1,"L 1",NA
"740","New Orleans Pelicans",2,"Fri Oct 28 2016",NA,"Golden State Warriors","L",NA,114,122,0,2,"L 2",NA
"741","New Orleans Pelicans",3,"Sat Oct 29 2016","@","San Antonio Spurs","L",NA,79,98,0,3,"L 3",NA
"742","New Orleans Pelicans",4,"Tue Nov 1 2016",NA,"Milwaukee Bucks","L",NA,113,117,0,4,"L 4",NA
"743","New Orleans Pelicans",5,"Wed Nov 2 2016","@","Memphis Grizzlies","L","OT",83,89,0,5,"L 5",NA
"744","New Orleans Pelicans",6,"Fri Nov 4 2016",NA,"Phoenix Suns","L","OT",111,112,0,6,"L 6",NA
"745","New Orleans Pelicans",7,"Mon Nov 7 2016","@","Golden State Warriors","L",NA,106,116,0,7,"L 7",NA
"746","New Orleans Pelicans",8,"Tue Nov 8 2016","@","Sacramento Kings","L",NA,94,102,0,8,"L 8",NA
"747","New Orleans Pelicans",9,"Thu Nov 10 2016","@","Milwaukee Bucks","W",NA,112,106,1,8,"W 1",NA
"748","New Orleans Pelicans",10,"Sat Nov 12 2016",NA,"Los Angeles Lakers","L",NA,99,126,1,9,"L 1",NA
"749","New Orleans Pelicans",11,"Mon Nov 14 2016",NA,"Boston Celtics","W",NA,106,105,2,9,"W 1",NA
"750","New Orleans Pelicans",12,"Wed Nov 16 2016","@","Orlando Magic","L",NA,82,89,2,10,"L 1",NA
"751","New Orleans Pelicans",13,"Fri Nov 18 2016",NA,"Portland Trail Blazers","W",NA,113,101,3,10,"W 1",NA
"752","New Orleans Pelicans",14,"Sat Nov 19 2016",NA,"Charlotte Hornets","W","OT",121,116,4,10,"W 2",NA
"753","New Orleans Pelicans",15,"Tue Nov 22 2016","@","Atlanta Hawks","W",NA,112,94,5,10,"W 3",NA
"754","New Orleans Pelicans",16,"Wed Nov 23 2016",NA,"Minnesota Timberwolves","W",NA,117,96,6,10,"W 4",NA
"755","New Orleans Pelicans",17,"Fri Nov 25 2016","@","Portland Trail Blazers","L",NA,104,119,6,11,"L 1",NA
"756","New Orleans Pelicans",18,"Sun Nov 27 2016","@","Dallas Mavericks","L",NA,81,91,6,12,"L 2",NA
"757","New Orleans Pelicans",19,"Tue Nov 29 2016",NA,"Los Angeles Lakers","W",NA,105,88,7,12,"W 1",NA
"758","New Orleans Pelicans",20,"Fri Dec 2 2016",NA,"Los Angeles Clippers","L",NA,96,114,7,13,"L 1",NA
"759","New Orleans Pelicans",21,"Sun Dec 4 2016","@","Oklahoma City Thunder","L",NA,92,101,7,14,"L 2",NA
"760","New Orleans Pelicans",22,"Mon Dec 5 2016",NA,"Memphis Grizzlies","L","2OT",108,110,7,15,"L 3",NA
"761","New Orleans Pelicans",23,"Thu Dec 8 2016",NA,"Philadelphia 76ers","L",NA,88,99,7,16,"L 4",NA
"762","New Orleans Pelicans",24,"Sat Dec 10 2016","@","Los Angeles Clippers","L",NA,105,133,7,17,"L 5",NA
"763","New Orleans Pelicans",25,"Sun Dec 11 2016","@","Phoenix Suns","W","OT",120,119,8,17,"W 1",NA
"764","New Orleans Pelicans",26,"Tue Dec 13 2016",NA,"Golden State Warriors","L",NA,109,113,8,18,"L 1",NA
"765","New Orleans Pelicans",27,"Thu Dec 15 2016",NA,"Indiana Pacers","W",NA,102,95,9,18,"W 1",NA
"766","New Orleans Pelicans",28,"Fri Dec 16 2016","@","Houston Rockets","L",NA,100,122,9,19,"L 1",NA
"767","New Orleans Pelicans",29,"Sun Dec 18 2016","@","San Antonio Spurs","L",NA,100,113,9,20,"L 2",NA
"768","New Orleans Pelicans",30,"Tue Dec 20 2016","@","Philadelphia 76ers","W",NA,108,93,10,20,"W 1",NA
"769","New Orleans Pelicans",31,"Wed Dec 21 2016",NA,"Oklahoma City Thunder","L",NA,110,121,10,21,"L 1",NA
"770","New Orleans Pelicans",32,"Fri Dec 23 2016",NA,"Miami Heat","W",NA,91,87,11,21,"W 1",NA
"771","New Orleans Pelicans",33,"Mon Dec 26 2016",NA,"Dallas Mavericks","W",NA,111,104,12,21,"W 2",NA
"772","New Orleans Pelicans",34,"Wed Dec 28 2016",NA,"Los Angeles Clippers","W",NA,102,98,13,21,"W 3",NA
"773","New Orleans Pelicans",35,"Fri Dec 30 2016",NA,"New York Knicks","W",NA,104,92,14,21,"W 4",NA
"774","New Orleans Pelicans",36,"Mon Jan 2 2017","@","Cleveland Cavaliers","L",NA,82,90,14,22,"L 1",NA
"775","New Orleans Pelicans",37,"Thu Jan 5 2017",NA,"Atlanta Hawks","L",NA,94,99,14,23,"L 2",NA
"776","New Orleans Pelicans",38,"Sat Jan 7 2017","@","Boston Celtics","L",NA,108,117,14,24,"L 3",NA
"777","New Orleans Pelicans",39,"Mon Jan 9 2017","@","New York Knicks","W",NA,110,96,15,24,"W 1",NA
"778","New Orleans Pelicans",40,"Thu Jan 12 2017","@","Brooklyn Nets","W",NA,104,95,16,24,"W 2",NA
"779","New Orleans Pelicans",41,"Sat Jan 14 2017","@","Chicago Bulls","L",NA,99,107,16,25,"L 1",NA
"780","New Orleans Pelicans",42,"Mon Jan 16 2017","@","Indiana Pacers","L",NA,95,98,16,26,"L 2",NA
"781","New Orleans Pelicans",43,"Wed Jan 18 2017",NA,"Orlando Magic","W",NA,118,98,17,26,"W 1",NA
"782","New Orleans Pelicans",44,"Fri Jan 20 2017",NA,"Brooklyn Nets","L",NA,114,143,17,27,"L 1",NA
"783","New Orleans Pelicans",45,"Mon Jan 23 2017",NA,"Cleveland Cavaliers","W",NA,124,122,18,27,"W 1",NA
"784","New Orleans Pelicans",46,"Wed Jan 25 2017",NA,"Oklahoma City Thunder","L",NA,105,114,18,28,"L 1",NA
"785","New Orleans Pelicans",47,"Fri Jan 27 2017",NA,"San Antonio Spurs","W",NA,119,103,19,28,"W 1",NA
"786","New Orleans Pelicans",48,"Sun Jan 29 2017",NA,"Washington Wizards","L",NA,94,107,19,29,"L 1",NA
"787","New Orleans Pelicans",49,"Tue Jan 31 2017","@","Toronto Raptors","L","OT",106,108,19,30,"L 2",NA
"788","New Orleans Pelicans",50,"Wed Feb 1 2017","@","Detroit Pistons","L",NA,98,118,19,31,"L 3",NA
"789","New Orleans Pelicans",51,"Sat Feb 4 2017","@","Washington Wizards","L",NA,91,105,19,32,"L 4",NA
"790","New Orleans Pelicans",52,"Mon Feb 6 2017",NA,"Phoenix Suns","W",NA,111,106,20,32,"W 1",NA
"791","New Orleans Pelicans",53,"Wed Feb 8 2017",NA,"Utah Jazz","L",NA,94,127,20,33,"L 1",NA
"792","New Orleans Pelicans",54,"Fri Feb 10 2017","@","Minnesota Timberwolves","W",NA,122,106,21,33,"W 1",NA
"793","New Orleans Pelicans",55,"Sun Feb 12 2017","@","Sacramento Kings","L",NA,99,105,21,34,"L 1",NA
"794","New Orleans Pelicans",56,"Mon Feb 13 2017","@","Phoenix Suns","W",NA,110,108,22,34,"W 1",NA
"795","New Orleans Pelicans",57,"Wed Feb 15 2017","@","Memphis Grizzlies","W",NA,95,91,23,34,"W 2",NA
"796","New Orleans Pelicans",58,"Thu Feb 23 2017",NA,"Houston Rockets","L",NA,99,129,23,35,"L 1",NA
"797","New Orleans Pelicans",59,"Sat Feb 25 2017","@","Dallas Mavericks","L",NA,83,96,23,36,"L 2",NA
"798","New Orleans Pelicans",60,"Sun Feb 26 2017","@","Oklahoma City Thunder","L",NA,110,118,23,37,"L 3",NA
"799","New Orleans Pelicans",61,"Wed Mar 1 2017",NA,"Detroit Pistons","W",NA,109,86,24,37,"W 1",NA
"800","New Orleans Pelicans",62,"Fri Mar 3 2017",NA,"San Antonio Spurs","L","OT",98,101,24,38,"L 1",NA
"801","New Orleans Pelicans",63,"Sun Mar 5 2017","@","Los Angeles Lakers","W",NA,105,97,25,38,"W 1",NA
"802","New Orleans Pelicans",64,"Mon Mar 6 2017","@","Utah Jazz","L",NA,83,88,25,39,"L 1",NA
"803","New Orleans Pelicans",65,"Wed Mar 8 2017",NA,"Toronto Raptors","L",NA,87,94,25,40,"L 2",NA
"804","New Orleans Pelicans",66,"Sat Mar 11 2017","@","Charlotte Hornets","W","OT",125,122,26,40,"W 1",NA
"805","New Orleans Pelicans",67,"Tue Mar 14 2017",NA,"Portland Trail Blazers","W",NA,100,77,27,40,"W 2",NA
"806","New Orleans Pelicans",68,"Wed Mar 15 2017","@","Miami Heat","L",NA,112,120,27,41,"L 1",NA
"807","New Orleans Pelicans",69,"Fri Mar 17 2017",NA,"Houston Rockets","W",NA,128,112,28,41,"W 1",NA
"808","New Orleans Pelicans",70,"Sun Mar 19 2017",NA,"Minnesota Timberwolves","W",NA,123,109,29,41,"W 2",NA
"809","New Orleans Pelicans",71,"Tue Mar 21 2017",NA,"Memphis Grizzlies","W",NA,95,82,30,41,"W 3",NA
"810","New Orleans Pelicans",72,"Fri Mar 24 2017","@","Houston Rockets","L",NA,107,117,30,42,"L 1",NA
"811","New Orleans Pelicans",73,"Sun Mar 26 2017","@","Denver Nuggets","W",NA,115,90,31,42,"W 1",NA
"812","New Orleans Pelicans",74,"Mon Mar 27 2017","@","Utah Jazz","L",NA,100,108,31,43,"L 1",NA
"813","New Orleans Pelicans",75,"Wed Mar 29 2017",NA,"Dallas Mavericks","W",NA,121,118,32,43,"W 1",NA
"814","New Orleans Pelicans",76,"Fri Mar 31 2017",NA,"Sacramento Kings","W",NA,117,89,33,43,"W 2",NA
"815","New Orleans Pelicans",77,"Sun Apr 2 2017",NA,"Chicago Bulls","L",NA,110,117,33,44,"L 1",NA
"816","New Orleans Pelicans",78,"Tue Apr 4 2017",NA,"Denver Nuggets","L",NA,131,134,33,45,"L 2",NA
"817","New Orleans Pelicans",79,"Fri Apr 7 2017","@","Denver Nuggets","L",NA,106,122,33,46,"L 3",NA
"818","New Orleans Pelicans",80,"Sat Apr 8 2017","@","Golden State Warriors","L",NA,101,123,33,47,"L 4",NA
"819","New Orleans Pelicans",81,"Tue Apr 11 2017","@","Los Angeles Lakers","L",NA,96,108,33,48,"L 5",NA
"820","New Orleans Pelicans",82,"Wed Apr 12 2017","@","Portland Trail Blazers","W",NA,103,100,34,48,"W 1",NA
"821","Dallas Mavericks",1,"Wed Oct 26 2016","@","Indiana Pacers","L","OT",121,130,0,1,"L 1",NA
"822","Dallas Mavericks",2,"Fri Oct 28 2016",NA,"Houston Rockets","L",NA,98,106,0,2,"L 2",NA
"823","Dallas Mavericks",3,"Sun Oct 30 2016","@","Houston Rockets","L",NA,92,93,0,3,"L 3",NA
"824","Dallas Mavericks",4,"Wed Nov 2 2016","@","Utah Jazz","L",NA,81,97,0,4,"L 4",NA
"825","Dallas Mavericks",5,"Fri Nov 4 2016",NA,"Portland Trail Blazers","L",NA,95,105,0,5,"L 5",NA
"826","Dallas Mavericks",6,"Sun Nov 6 2016",NA,"Milwaukee Bucks","W","OT",86,75,1,5,"W 1",NA
"827","Dallas Mavericks",7,"Tue Nov 8 2016","@","Los Angeles Lakers","W",NA,109,97,2,5,"W 2",NA
"828","Dallas Mavericks",8,"Wed Nov 9 2016","@","Golden State Warriors","L",NA,95,116,2,6,"L 1",NA
"829","Dallas Mavericks",9,"Mon Nov 14 2016","@","New York Knicks","L",NA,77,93,2,7,"L 2",NA
"830","Dallas Mavericks",10,"Wed Nov 16 2016","@","Boston Celtics","L",NA,83,90,2,8,"L 3",NA
"831","Dallas Mavericks",11,"Fri Nov 18 2016",NA,"Memphis Grizzlies","L",NA,64,80,2,9,"L 4",NA
"832","Dallas Mavericks",12,"Sat Nov 19 2016","@","Orlando Magic","L",NA,87,95,2,10,"L 5",NA
"833","Dallas Mavericks",13,"Mon Nov 21 2016","@","San Antonio Spurs","L",NA,91,96,2,11,"L 6",NA
"834","Dallas Mavericks",14,"Wed Nov 23 2016",NA,"Los Angeles Clippers","L",NA,104,124,2,12,"L 7",NA
"835","Dallas Mavericks",15,"Fri Nov 25 2016","@","Cleveland Cavaliers","L",NA,90,128,2,13,"L 8",NA
"836","Dallas Mavericks",16,"Sun Nov 27 2016",NA,"New Orleans Pelicans","W",NA,91,81,3,13,"W 1",NA
"837","Dallas Mavericks",17,"Wed Nov 30 2016",NA,"San Antonio Spurs","L",NA,87,94,3,14,"L 1",NA
"838","Dallas Mavericks",18,"Thu Dec 1 2016","@","Charlotte Hornets","L",NA,87,97,3,15,"L 2",NA
"839","Dallas Mavericks",19,"Sat Dec 3 2016",NA,"Chicago Bulls","W",NA,107,82,4,15,"W 1",NA
"840","Dallas Mavericks",20,"Mon Dec 5 2016",NA,"Charlotte Hornets","L",NA,101,109,4,16,"L 1",NA
"841","Dallas Mavericks",21,"Wed Dec 7 2016",NA,"Sacramento Kings","L",NA,89,120,4,17,"L 2",NA
"842","Dallas Mavericks",22,"Fri Dec 9 2016",NA,"Indiana Pacers","W",NA,111,103,5,17,"W 1",NA
"843","Dallas Mavericks",23,"Sat Dec 10 2016","@","Houston Rockets","L",NA,87,109,5,18,"L 1",NA
"844","Dallas Mavericks",24,"Mon Dec 12 2016",NA,"Denver Nuggets","W",NA,112,92,6,18,"W 1",NA
"845","Dallas Mavericks",25,"Wed Dec 14 2016",NA,"Detroit Pistons","L",NA,85,95,6,19,"L 1",NA
"846","Dallas Mavericks",26,"Fri Dec 16 2016","@","Utah Jazz","L",NA,100,103,6,20,"L 2",NA
"847","Dallas Mavericks",27,"Sun Dec 18 2016",NA,"Sacramento Kings","W",NA,99,79,7,20,"W 1",NA
"848","Dallas Mavericks",28,"Mon Dec 19 2016","@","Denver Nuggets","L",NA,107,117,7,21,"L 1",NA
"849","Dallas Mavericks",29,"Wed Dec 21 2016","@","Portland Trail Blazers","W",NA,96,95,8,21,"W 1",NA
"850","Dallas Mavericks",30,"Fri Dec 23 2016","@","Los Angeles Clippers","W",NA,90,88,9,21,"W 2",NA
"851","Dallas Mavericks",31,"Mon Dec 26 2016","@","New Orleans Pelicans","L",NA,104,111,9,22,"L 1",NA
"852","Dallas Mavericks",32,"Tue Dec 27 2016",NA,"Houston Rockets","L",NA,107,123,9,23,"L 2",NA
"853","Dallas Mavericks",33,"Thu Dec 29 2016","@","Los Angeles Lakers","W",NA,101,89,10,23,"W 1",NA
"854","Dallas Mavericks",34,"Fri Dec 30 2016","@","Golden State Warriors","L",NA,99,108,10,24,"L 1",NA
"855","Dallas Mavericks",35,"Tue Jan 3 2017",NA,"Washington Wizards","W",NA,113,105,11,24,"W 1",NA
"856","Dallas Mavericks",36,"Thu Jan 5 2017",NA,"Phoenix Suns","L",NA,95,102,11,25,"L 1",NA
"857","Dallas Mavericks",37,"Sat Jan 7 2017",NA,"Atlanta Hawks","L",NA,82,97,11,26,"L 2",NA
"858","Dallas Mavericks",38,"Mon Jan 9 2017","@","Minnesota Timberwolves","L",NA,92,101,11,27,"L 3",NA
"859","Dallas Mavericks",39,"Thu Jan 12 2017","@","Phoenix Suns","W",NA,113,108,12,27,"W 1","at Mexico City Mexico"
"860","Dallas Mavericks",40,"Sun Jan 15 2017",NA,"Minnesota Timberwolves","W",NA,98,87,13,27,"W 2",NA
"861","Dallas Mavericks",41,"Tue Jan 17 2017","@","Chicago Bulls","W",NA,99,98,14,27,"W 3",NA
"862","Dallas Mavericks",42,"Thu Jan 19 2017","@","Miami Heat","L",NA,95,99,14,28,"L 1",NA
"863","Dallas Mavericks",43,"Fri Jan 20 2017",NA,"Utah Jazz","L","OT",107,112,14,29,"L 2",NA
"864","Dallas Mavericks",44,"Sun Jan 22 2017",NA,"Los Angeles Lakers","W",NA,122,73,15,29,"W 1",NA
"865","Dallas Mavericks",45,"Wed Jan 25 2017",NA,"New York Knicks","W",NA,103,95,16,29,"W 2",NA
"866","Dallas Mavericks",46,"Thu Jan 26 2017","@","Oklahoma City Thunder","L",NA,98,109,16,30,"L 1",NA
"867","Dallas Mavericks",47,"Sun Jan 29 2017","@","San Antonio Spurs","W",NA,105,101,17,30,"W 1",NA
"868","Dallas Mavericks",48,"Mon Jan 30 2017",NA,"Cleveland Cavaliers","W",NA,104,97,18,30,"W 2",NA
"869","Dallas Mavericks",49,"Wed Feb 1 2017",NA,"Philadelphia 76ers","W",NA,113,95,19,30,"W 3",NA
"870","Dallas Mavericks",50,"Fri Feb 3 2017","@","Portland Trail Blazers","W",NA,108,104,20,30,"W 4",NA
"871","Dallas Mavericks",51,"Mon Feb 6 2017","@","Denver Nuggets","L",NA,87,110,20,31,"L 1",NA
"872","Dallas Mavericks",52,"Tue Feb 7 2017",NA,"Portland Trail Blazers","L",NA,113,114,20,32,"L 2",NA
"873","Dallas Mavericks",53,"Thu Feb 9 2017",NA,"Utah Jazz","W","OT",112,105,21,32,"W 1",NA
"874","Dallas Mavericks",54,"Sat Feb 11 2017",NA,"Orlando Magic","W",NA,112,80,22,32,"W 2",NA
"875","Dallas Mavericks",55,"Mon Feb 13 2017",NA,"Boston Celtics","L",NA,98,111,22,33,"L 1",NA
"876","Dallas Mavericks",56,"Wed Feb 15 2017","@","Detroit Pistons","L",NA,91,98,22,34,"L 2",NA
"877","Dallas Mavericks",57,"Fri Feb 24 2017","@","Minnesota Timberwolves","L",NA,84,97,22,35,"L 3",NA
"878","Dallas Mavericks",58,"Sat Feb 25 2017",NA,"New Orleans Pelicans","W",NA,96,83,23,35,"W 1",NA
"879","Dallas Mavericks",59,"Mon Feb 27 2017",NA,"Miami Heat","W",NA,96,89,24,35,"W 2",NA
"880","Dallas Mavericks",60,"Wed Mar 1 2017","@","Atlanta Hawks","L",NA,95,100,24,36,"L 1",NA
"881","Dallas Mavericks",61,"Fri Mar 3 2017",NA,"Memphis Grizzlies","W",NA,104,100,25,36,"W 1",NA
"882","Dallas Mavericks",62,"Sun Mar 5 2017",NA,"Oklahoma City Thunder","W",NA,104,89,26,36,"W 2",NA
"883","Dallas Mavericks",63,"Tue Mar 7 2017",NA,"Los Angeles Lakers","W",NA,122,111,27,36,"W 3",NA
"884","Dallas Mavericks",64,"Fri Mar 10 2017",NA,"Brooklyn Nets","W",NA,105,96,28,36,"W 4",NA
"885","Dallas Mavericks",65,"Sat Mar 11 2017",NA,"Phoenix Suns","L",NA,98,100,28,37,"L 1",NA
"886","Dallas Mavericks",66,"Mon Mar 13 2017","@","Toronto Raptors","L",NA,78,100,28,38,"L 2",NA
"887","Dallas Mavericks",67,"Wed Mar 15 2017","@","Washington Wizards","W",NA,112,107,29,38,"W 1",NA
"888","Dallas Mavericks",68,"Fri Mar 17 2017","@","Philadelphia 76ers","L",NA,74,116,29,39,"L 1",NA
"889","Dallas Mavericks",69,"Sun Mar 19 2017","@","Brooklyn Nets","W",NA,111,104,30,39,"W 1",NA
"890","Dallas Mavericks",70,"Tue Mar 21 2017",NA,"Golden State Warriors","L",NA,87,112,30,40,"L 1",NA
"891","Dallas Mavericks",71,"Thu Mar 23 2017",NA,"Los Angeles Clippers","W",NA,97,95,31,40,"W 1",NA
"892","Dallas Mavericks",72,"Sat Mar 25 2017",NA,"Toronto Raptors","L",NA,86,94,31,41,"L 1",NA
"893","Dallas Mavericks",73,"Mon Mar 27 2017",NA,"Oklahoma City Thunder","L",NA,91,92,31,42,"L 2",NA
"894","Dallas Mavericks",74,"Wed Mar 29 2017","@","New Orleans Pelicans","L",NA,118,121,31,43,"L 3",NA
"895","Dallas Mavericks",75,"Fri Mar 31 2017","@","Memphis Grizzlies","L",NA,90,99,31,44,"L 4",NA
"896","Dallas Mavericks",76,"Sun Apr 2 2017","@","Milwaukee Bucks","W",NA,109,105,32,44,"W 1",NA
"897","Dallas Mavericks",77,"Tue Apr 4 2017","@","Sacramento Kings","L",NA,87,98,32,45,"L 1",NA
"898","Dallas Mavericks",78,"Wed Apr 5 2017","@","Los Angeles Clippers","L",NA,101,112,32,46,"L 2",NA
"899","Dallas Mavericks",79,"Fri Apr 7 2017",NA,"San Antonio Spurs","L",NA,89,102,32,47,"L 3",NA
"900","Dallas Mavericks",80,"Sun Apr 9 2017","@","Phoenix Suns","L",NA,111,124,32,48,"L 4",NA
"901","Dallas Mavericks",81,"Tue Apr 11 2017",NA,"Denver Nuggets","L",NA,91,109,32,49,"L 5",NA
